title,link,description,bloggername,bloggerlink,postdate,si,성별,,연령대,,,,,테마,,,,
"<b>나주</b>맛집, 송월동 돌박사  =콜라겐 덩어리 황태설렁탕... ",https://blog.naver.com/hi2385?Redirect=Log&logNo=222213051251,<b>나주</b>맛집#송월동맛집#<b>나주</b>돌박사#황태설렁탕#황태떡국#<b>전남나주</b>맛집#오겹살#황태해장국#황태효능... 선불카드로 <b>전남</b>광주를 찾는 <b>관광</b>객들에게 현장할인을 제공하는 통합<b>관광</b>할인카드 이다 전라남도 <b>여행</b>을... ,도마파는여자,https://blog.naver.com/hi2385,20210119,나주,T,T,F,F,F,T,F,T,F,F,F,F
버스타고 남도 둘러보기! 남도 한바퀴 영암 <b>여행</b>,https://blog.naver.com/greenjeonnam?Redirect=Log&logNo=221540086019,"<b>나주</b>, 영암, 강진 꽃길<b>여행</b>으로 영암의 장날 5,10,15,20,25,30 날 입니다. 오이소~~! 보이소~~! 사이소... 코스운행 ?해설▶<b>전남</b>문화<b>관광</b>해설사 탑승 해설 이번엔 본격적으로 남도한바퀴 코스를 소개할게요. 매주... ",전라남도 공식 블로그-남도의 맛과 멋..그리고 여행,https://blog.naver.com/greenjeonnam,20190519,나주,T,F,F,F,F,T,F,F,F,F,T,F
100선/가을 정취 가득한 단풍<b>여행</b>(한국<b>관광</b>공사 선정 가을 <b>관광</b>지),https://blog.naver.com/kjchol123?Redirect=Log&logNo=222124204603,비대면 <b>관광</b>지 100선에 포함된 <b>전남</b> <b>여행</b>지는 아래와 같다. 고하도 해상테마파크(목포) <b>나주</b> 은행나무 수목원(<b>나주</b>) 지리산호수공원(구례) 만연산 오감연결길(화순) 화원 오시아노 <b>관광</b>단지(해남) 물무산... ,고문헌사랑,https://blog.naver.com/kjchol123,20201023,나주,T,T,F,T,F,T,F,T,F,F,F,F
"<b>나주</b>곰탕 노안집, <b>나주</b> 금성관, <b>나주</b>목사내아, <b>나주</b>목문화관 <b>여행</b>",https://blog.naver.com/happy_dream_365?Redirect=Log&logNo=221560453190,"<b>나주</b> 갈만한곳 <b>나주</b>곰탕 노안집 금성관, <b>나주</b>목사내아, <b>나주</b>목문화관 <b>여행</b> 요즘 국내<b>여행</b>과 천주교... <b>관광</b> 안내판 <b>나주</b>목사 <b>나주</b>는 <b>전남</b>도청이 광주에 설치될 때까지 약 천 년 동안이나 남도의 중심도시로... ",{항상 감사하는 마음으로},https://blog.naver.com/happy_dream_365,20190612,나주,T,T,F,F,T,F,F,F,F,T,F,F
목포 가볼만한곳 베스트10 <b>전남</b> 목포<b>여행</b>코스 추천합니다,https://goodtrip.tistory.com/190,▶목포 맛집 추천 목포<b>관광</b> 현지인 추천 맛집 베스트7 ▶<b>전남</b> 맛집 <b>여행</b> 추천 해남 <b>나주</b> 영암 광양 강진 먹방투어 그러면 좋은 추억 많이 남기는 <b>전남</b> 목포<b>여행</b> 되시길 바랄께요. 좋아요 2 공유하기 글 요소... ,정보의 바다,https://goodtrip.tistory.com/,20190718,나주,T,T,F,F,F,T,F,T,F,F,F,F
<b>관광</b>두레X상생상회-로컬<b>여행</b>의 재발견,https://blog.naver.com/dmsxoppc?Redirect=Log&logNo=221740409654,"로컬 <b>여행</b>'전 입구에 보니 경남 통영, <b>전남 나주</b>, <b>전남</b> 곡성, 강원 홍천 등 전국 지방자치단체의 젊은 사람들이 만들어 가고 있는 <b>관광</b>상품에 대한 간략한 소개들이 수반되어 있었는데 하나하나 살펴보니... ","여행,관광학과 함께 하는 나의 모든 이야기",https://blog.naver.com/dmsxoppc,20191221,나주,F,T,F,F,T,F,F,F,T,F,F,F
<b>전남</b> 신안 <b>여행</b> 세째날~ 우리나라 최초의 천일염이 시작된곳... ,https://blog.daum.net/b8548741/3533,"홍도 <b>여행</b> 1편 <b>전남</b> 신안 <b>여행</b> ~ 거친 파도와 바람이 빚어낸 예술의 섬 홍도 유람선 <b>관광</b> 1부... 10 <b>전남</b> 담양 화순 <b>나주</b>, 전북 전주 2박 3일 추억<b>여행</b> (8월 4일~8월6일) (2) 2021.08.09 <b>전남</b> 신안 <b>여행</b> 세째날... ",자유로운 영혼,https://blog.daum.net/b8548741,20210723,나주,T,F,F,F,T,T,F,T,F,F,F,F
<b>나주</b> 가볼만한 곳 금나와락,https://blog.naver.com/iu8914?Redirect=Log&logNo=221910152542,#<b>나주여행</b> #<b>나주</b>가볼만한곳 #금나와락 #로컬푸드 #로컬푸드매장 #<b>전남</b>로컬푸드매장 #<b>나주</b>마트... 좌측에는 <b>나주</b>시 <b>관광</b>기념품 및 전국 공모전 수상작들이 진열되어 있어서 구경하기 좋았어요~ 그중 도자기로... ,율_로그,https://blog.naver.com/iu8914,20200415,나주,T,F,F,F,T,F,F,F,T,F,F,F
"<b>나주여행</b> 빛가람전망대,구도시전통탐방",https://blog.naver.com/namdokorea?Redirect=Log&logNo=220785768100,천년목사골 <b>나주</b> <b>나주</b>가 거듭나며 새로운 천년을 설계하고 있다. <b>나주</b>에는 미래형 도시인 광주 <b>전남</b>... 도래마을엔 한옥을 체험할 수 있는 한국<b>관광</b>공사 인증 한옥스테이가 있어 <b>나주 여행</b>시 최고의 휴식과... ,남도여행길잡이,https://blog.naver.com/namdokorea,20160814,나주,F,T,F,F,F,T,F,F,F,F,T,F
담양 가볼만한곳 죽녹원 대나무숲 등 대한민국 테마<b>여행</b>10선... ,https://blog.naver.com/nailstan?Redirect=Log&logNo=222536042160,"전라남도 광주, 목포, <b>나주</b>, 담양군 등 네 지역에서 두 지자체 이상 대표 <b>관광</b>지를 개별 자유<b>여행</b>으로... 번성한 <b>여행</b>지이다. 무등산권 유네스코 세계지질공원에 해당되어 근처에 자리한 <b>전남</b> 광주 무등산과... ",행복물결 넘실대는 여행이야기,https://blog.naver.com/nailstan,20211013,나주,T,T,F,F,F,T,F,T,F,F,F,F
"늦가을 남도1번지 답사(서천,<b>나주</b>,강진,화순,담양)",https://blog.naver.com/kimws0506?Redirect=Log&logNo=222568022383,"남도 <b>여행</b>을 하는 거점으로 <b>나주</b>혁신도시 비지니스호텔을 삼으면 좋을 듯... 저녁은 영산강 홍어거리에... 답사1번지 강진군 <b>관광</b>안내 강진만을 사이에 두고 정약용 유배지,사찰,영랑생가 등이 모여있다.인근의... ",방랑기,https://blog.naver.com/kimws0506,20211114,나주,T,T,F,F,F,T,F,T,F,F,F,F
[광역시일주]광주광역시 순환일주(with <b>전남</b>),https://blog.naver.com/f_bits05?Redirect=Log&logNo=222445689150,*<b>여행</b>일:2020년 7월 14일~7월 16일 *시기가 광주<b>전남</b>지역에서 우한폐렴환자증가로 인해 거리두기가... 물론 시내버스<b>여행</b>하는사람들이야 목포로 갈때 <b>나주</b>교통을 잡아타려고 말바우시장에서 내리겠지만은요.... ,F1s의 시내버스여행,https://blog.naver.com/f_bits05,20210726,나주,F ,T,F,F,T,F,F,F,F,F,T,F
"<b>나주여행</b>지 <b>나주</b>읍성의 역사를 품은 4대문(동점문, 남고문... ",https://blog.naver.com/ashim1?Redirect=Log&logNo=222344491866,광주<b>전남</b> 공동혁신도시인 빛가람도시를 품어 미래의 도약을 꿈꾸고 있습니다. 조선시대 지방의... <b>나주</b>읍성 동점문 <b>나주</b>읍성 동점문 <b>나주여행</b>지로 소개한 <b>나주</b>읍성 4대문은 야간에 경관조명을 밝히고 있어 야경... ,산은 지리산(부제: 사진으로 세상보기),https://blog.naver.com/ashim1,20210514,나주,T,T,F,F,F,T,F,T,F,F,F,F
늘 푸르다 그대의 사계절 <b>나주</b> 마중 탐방하기!,https://blog.daum.net/shc77/1600,"댓글 11 사진으로보는../<b>전남</b><b>관광</b>홍보 2019. 12. 2. <b>나주</b> 금성산 자락 , <b>나주</b> 마중 , <b>나주</b>향교 , 난파정 , 대한민국 테마<b>여행</b> 10선 , 목서원 , 별안간 <b>나주</b> , 시간의 터무늬와 오늘 , 시서헌 , 전라남도 <b>나주</b>시 늘... ",산마조아,https://blog.daum.net/shc77,20191202,나주,T,T,F,F,T,T,F,T,F,F,F,F
"곡성<b>여행</b>, 400년만에 꽃단장한 곡성 섬진강 함허정",https://blog.naver.com/gokseong_love?Redirect=Log&logNo=222327505749,■ 참고 : 광주.<b>전남</b> 정자 8 선 ▷ 곡성 함허정 ▷ 화순 물염정 ▷ 담양 식영정 ▷ 광주 호가정 ▷ <b>나주</b> 영모정 ▷ 영암 회사정 ▷ 장흥 부춘정 ▷ 완도 세연정 ■ 함허정과 제월섬 <b>여행</b> 팁 ▷ 주차 : 제월섬 입구에... ,곡성군 공식블로그,https://blog.naver.com/gokseong_love,20210429,나주,T,T,F,F,T,T,F,T,F,F,F,F
"[기고] 전라도<b>여행</b> <b>나주</b> 가볼만한곳 여기, 볼거리 가득한 <b>나주</b>... ",https://blog.naver.com/namdokorea?Redirect=Log&logNo=221542936265,"<b>전남 나주</b>시의 인기 <b>관광</b>지로 인기리에 방영되었던 주몽을 비롯한 영화, 드라마 세트장과 함께 고구려... 큰 규모 만큼이나 볼거리가 풍성해서 사시사철 사랑하는 연인들과 가족 <b>여행</b>지로 필자가 적극 추천해... ",남도여행길잡이,https://blog.naver.com/namdokorea,20190521,나주,T,T,F,F,F,T,F,T,F,F,F,F
<b>나주</b> 국제 농업박람회 직접 가보니 송가인 미스트롯 공연까지,https://blog.naver.com/gebera12?Redirect=Log&logNo=221682504539,축제 기간 안에 아래 도내 <b>관광</b>지 입장을 하면 좀 더 저렴하게 이용할 수 있다는 내용이 있어서 사진 찍어와 보았어요. <b>전남</b>으로 <b>여행</b> 오시는 분들은 이렇게 이용하면 좋을 것 같아서요. 가보니 외국인분들도... ,아델레 Story,https://blog.naver.com/gebera12,20191019,나주,T,T,F,T,T,F,F,T,F,F,F,F
<b>나주여행</b> ( 불회사 ),https://blog.naver.com/kuragio?Redirect=Log&logNo=10179774836,불회사 <b>전남</b>산림자원연구소에서의 감동이 너무 큰 탓이었던지~ 원래 그곳만 딱 보고 집으로 돌아가려했는데~ 해떨어지건 말건~ 에라이 모르겠다~ 좋은 기분 틈타서 한 곳 더 찍고 가자~ 싶어~ 마지막으로 <b>나주</b>에... ,.,https://blog.naver.com/kuragio,20131112,나주,T,T,F,T,F,T,F,T,F,F,F,F
전라남도. <b>나주여행</b> 한옥마을 도래마을을 가다.,https://blog.naver.com/takee80?Redirect=Log&logNo=220669016814,"이번 전라남도 <b>여행</b>은 <b>전남</b> 순천에서 시작하여 벌교와 보성을 들리고 장흥의 유치 자연휴양림에서 숙박을 하고, 전라남도 <b>나주</b>를 들려 서울로 올라오는 경로로 <b>여행</b>을 하게 되었다. 이번 <b>여행</b> 포스팅은 조금... ",탁군의 일상,https://blog.naver.com/takee80,20160330,나주,T,T,F,F,T,F,F,F,F,T,F,F
[송일준의 <b>나주</b>수첩 ~ 도래마을 한옥펜션 ‘산에는 꽃이 피네’ 2],https://blog.naver.com/ugong2san7?Redirect=Log&logNo=222511453141,"<b>여행</b>자들을 충족해주는 인프라가 잘 갖춰져 있다. 볼거리 먹을거리 쉴 곳. 대나무로 시작해 담양은 <b>전남</b> 서부 지역의 대표적인 <b>관광</b>지가 되었다. <b>나주</b>는 훨씬 갖고 있는 자원이 많은데, 대표적인 <b>관광</b>지가... ",송일준님의블로그,https://blog.naver.com/ugong2san7,20210920,나주,T,T,F,F,T,F,F,F,F,T,F,F
"4박 5일 남도<b>여행</b> 아이폰 사진으로 미리보기 (강진, 해남, 진도... ",https://blog.naver.com/l1726?Redirect=Log&logNo=221516687630,숙소로 잡은 강진까지 한번에 가기엔 무리가 있어 도중에 <b>나주</b>에 들러 저녁 식사를 하기로 했다.... 4박 5일 꽉 채운 <b>전남</b> <b>여행</b>. 사진엔 없지만 4월 16일엔 진도 팽목항에 들러 세월호 희생자 5주기 추모제도... ,L i v e l y s t e l l a,https://blog.naver.com/l1726,20190418,나주,T,T,F,F,T,F,F,F,F,T,F,F
엄마랑<b>나주여행</b> <b>나주</b>목사고을시장 스탬프투어 바람쐬기에 딱~!,https://blog.naver.com/rhyme1212?Redirect=Log&logNo=220500418368,문화<b>관광</b>사업단 061)332-1574 저의 바베큐리얼후기 소개할께욤~~! http://rhyme1212.blog.me/220391482280 엄마랑<b>나주여행</b> 기념품 머그컵까지즐거운 주말시간이었어요~^^ @위 포스팅은 <b>나주</b>목사고을서포터즈활동으로... ,Think About you~#,https://blog.naver.com/rhyme1212,20151005,나주,T,F,F,F,T,T,F,T,F,F,F,F
장흥 가볼만한곳 정남진전망대 정남진장흥물축제/<b>전남</b><b>여행</b>추천... ,https://blog.daum.net/dsdud/1636,역시 <b>여행</b>은 나자신에게 주는 선물이다. 장흥은 서울 용산에서 KTX를 이용하여 <b>나주</b>까지 2시간정도... 문학<b>관광</b> 기행특구로 지정되었을 만큼 예로부터 문림고을로 널리 알려진 곳이다. 장흥 가볼만한곳... ,美知의 여행이야기,https://blog.daum.net/dsdud,20160802,나주,T,T,F,F,F,T,T,T,F,F,F,F
<b>나주 여행</b>-3,https://blog.naver.com/hseonil?Redirect=Log&logNo=130176506196,"오늘은 이어서 <b>나주여행</b>-3를 포스팅합니다 점심식사를 한 후 소화도 시킬 겸 타박 타박 걸어서 시에서... <b>나주</b>는 고려 성종(당시 12목), 고려 현종(당시 8목), 조선시대(20목) 중에 한번도 제외된 적이 없는 <b>전남</b>... ",황선일 블로그,https://blog.naver.com/hseonil,20130921,나주,T,T,F,T,F,T,F,F,F,T,F,F
[전라남도<b>여행</b>/<b>전남</b>먹방]둘째날 <b>나주</b>곰탕 하얀집 영암F1경기장... ,https://blog.naver.com/angelswim2?Redirect=Log&logNo=220350825893,갯바위 <b>관광</b> 5시 광주 버스 터미널 도착 신세계백화점 구경구경 6시 집 출발 <b>나주</b> 왔으면 곰탕은 먹고 가야지 티비 많이 탄 '하얀 집'을 가기로 함 사람이 무지하게 많음 운 좋게 기다리진 않았지만 먹고... ,오늘도 방문해주셔서 감사합니다,https://blog.naver.com/angelswim2,20150505,나주,T,T,F,F,T,F,F,F,F,T,F,F
<b>전남</b><b>여행</b>(영광군) ★ 불갑사/백수해안도로_여유롭게 거닐며... ,https://blog.naver.com/soh109?Redirect=Log&logNo=80170531928,"나름 가까운 담양, 곡성, 보성, <b>나주</b> 등 다양하게 가본 곳들이 가득해서 어디를 갈까 하다가 나름 가까운 <b>전남</b> 영광군으로 향하였습니다. 영광쪽으로 아직 <b>여행</b>을 해본적이 없었기 때문에 선택한 점도 있었고... ",야옹이만의 5차원 세계-。,https://blog.naver.com/soh109,20121005,나주,T,T,F,F,T,T,F,T,F,F,F,F
SRT(수서고속철도)로 떠나는 <b>나주여행</b>①(시내권-금성관과... ,https://blog.naver.com/sakaman?Redirect=Log&logNo=221166418300,"<b>나주</b>는 영산강 고대문화의 중심이자 천년고도 <b>전남</b>을 대표하는 역사문화도시이며, SRT를 이용하면... <b>나주 여행</b>정보(<b>나주</b> 문화<b>관광</b>) * 인터넷 <b>여행</b>신문 모모뉴스 * 투어타임즈 SRT타고 <b>나주여행</b>은 2편으로... ",박준규의 차없이 떠나는 여행이야기,https://blog.naver.com/sakaman,20171219,나주,F,T,F,F,F,T,F,F,F,F,T,F
"광주, <b>나주여행</b>- 광주 맛집(캐쥬얼식당, 유아시스... ",https://blog.naver.com/oliviolivia?Redirect=Log&logNo=221422724205,"오늘은 지난 주말에 다녀온 광주, <b>나주</b> 1박 2일 <b>여행</b>을 소개해볼게요 요즘들어 일때문에 지방을 많이... 주소 <b>전남 나주</b>시 향교길 38 *보다 자세한 내용은 아래의 <b>나주</b>문화<b>관광</b>(<b>나주</b>향교)홈페이지를... ",로맨틱페미닌룩-끌로에제이chloe j,https://blog.naver.com/oliviolivia,20181219,나주,T,T,F,F,T,F,F,F,F,T,F,F
우리나라 최초의 5일장 &quot;<b>나주</b>목사고을시장&quot;,https://blog.naver.com/namdokorea?Redirect=Log&logNo=220710733278,남도<b>여행</b>의 첫소식은? 남도의 전통시장 소개 1편 &quot;<b>나주</b>목사고을시장&quot;에 다녀 왔어요!! 남도의 유명한... 위치는 <b>전남 나주</b>시 청동길 14이구요. 영산강을 마주보는 위치에 있어요~~ 전경을 찍어 보았어요... ,남도여행길잡이,https://blog.naver.com/namdokorea,20160516,나주,T,F,F,F,T,F,F,F,F,F,T,F
"<b>나주</b> 영산강 느러지 전망대, 영산강 8경 중 2경 느러지와... ",https://blog.naver.com/huhasim?Redirect=Log&logNo=222531873095,11년째 광주와 <b>전남</b>북을 <b>여행</b>하며 다양한 멋과 맛을 만나고 사람 사는 세상을 함께 공유하고 있는데요... 무안과 <b>나주</b>가 상생하는 <b>전남</b>을 대표하는 <b>관광</b>지로 손색이 없을 것 같습니다. #느러지전망대... ,simpro해피트래블,https://blog.naver.com/huhasim,20211012,나주,T,T,F,F,F,T,F,T,F,F,F,F
<b>나주</b> 영산강 일박 이일 팸 투어,https://blog.naver.com/mogirang?Redirect=Log&logNo=110141692800,"여기서 하루 머물면서 멋진 야경을 구경하고 싶었지만, 우리는 다음 <b>여행</b>지로 발을 돌렸다. 완사천... 해설사 김지훈 <b>전남</b> 문화 <b>관광</b> 해설사 김지훈. <b>나주</b>에서 태어나 뿌리를 내리고 <b>나주</b>를 참 사랑하는 진정한... ",버디,https://blog.naver.com/mogirang,20120630,나주,T,T,F,F,T,F,F,F,T,T,F,F
겨울 <b>여행</b> 강화도 횟집 강화백년횟집에서 맛점!,https://blog.naver.com/ehee50271?Redirect=Log&logNo=221773027395,"<b>전남 나주</b> 천연염색문화재단은 '숲을 이루다' 프랑스식 자수 작품 전시회를 개최한다고 합니다. 은하수도 자수에 관심이 많아, &quot;저기 가보고 싶네&quot; 겨울을 피하고 싶으신 분들이 선호하는, 겨울 <b>여행</b> 장소는... ",옆집맘의 마지막 다욧 도전기,https://blog.naver.com/ehee50271,20200115,나주,T,T,F,F,T,F,F,T,T,F,F,F
목포북항  - <b>전남</b> 목포<b>여행</b>,https://blog.naver.com/akekdthkl200?Redirect=Log&logNo=80210145782,"남악신도시에 <b>전남</b>도청이 이전, 남악신도시의 옥암, 남악지구가 완료단계에 있고, 임성1지구 독자... 고려 시대 946년에는 물량군(勿良郡)으로 개칭하였고, 995년에는 해양도 <b>나주</b>목 무안현에 속하였다.... ",새로쓰는 사랑이야기,https://blog.naver.com/akekdthkl200,20140328,나주,T,T,F,F,F,T,F,T,F,F,F,F
<b>나주여행</b> - <b>나주</b>에서 꼭 가봐야 할 곳 '전라남도 산림자원 연구소',https://blog.naver.com/indica?Redirect=Log&logNo=220744540138,새로운 <b>관광</b> 명소로 꼽히고 있다 전라남도 산림자원연구소에서는 고품질 임산물 생산을 통한 도민... 번 <b>여행</b> 중에 얻은 보석중의 보석이었다. 전라남도 산림자원연구소 : http://jnforest.jeonnam.go.kr/ <b>전남 나주</b>시... ,♥ 성남시기자 테크노퀸-! 서평 쓰는 여행블로거야~,https://blog.naver.com/indica,20160624,나주,T,T,F,F,F,T,F,T,F,F,F,F
<b>나주</b> 느러지전망대,https://blog.naver.com/sinja9117?Redirect=Log&logNo=222026783649,<b>전남나주</b> 느러지 전망대 이곳에 수국꽃이 예쁘게 피어있다는 어느 밴드에 올라오는 사진을 보고... 곧 <b>관광</b> 명소가 될 거 같다 전망대에는 라이딩하고 쉬어갈 수 있는 정자와 음료대와 화장실까지 있으며 이... ,편안한 쉼터,https://blog.naver.com/sinja9117,20200710,나주,T,T,F,F,F,T,F,F,T,F,F,F
"<b>전남</b>,광주,목포근교<b>여행</b>... (돼지갈비,육회비빔밥),버킷114(<b>나주</b>... ",https://blog.naver.com/zlxl1014?Redirect=Log&logNo=221389255228,가족과 오면 좋은 고깃집 솔향기맑은터 인스타그램에서 <b>나주</b> 맛집 검색하면 나오는 고깃집 중 하나!... 담엔 엄빠도 데리고와야겠어요 이번엔 후식먹으러 카페 고고 마카롱이 맛있는 <b>나주</b>카페 버킷114... ,목포 선물가게@yuna_giftshop,https://blog.naver.com/zlxl1014,20181101,나주,T,T,T,F,T,F,F,T,F,F,F,F
피서지 추천 무안 연꽃축제 펼치는 <b>전남</b> 무안 1박2일 <b>여행</b>코스,https://blog.naver.com/turpu?Redirect=Log&logNo=221326105019,"연꽃들의 향연과 더불어 찾아볼만한 무안 1박2일 <b>여행</b>코스 전라남도의 면적 3.7% 448.95㎢를 차지하고 있는 무안군은 인근의 광주, 신안, 목포, 함평, <b>나주</b> 등의 지역에 비해 널리 알려진 <b>관광</b>명소가 없지만 해발... ",여행을 꿈꾸는 사내,https://blog.naver.com/turpu,20180725,나주,T,T,F,T,F,T,F,T,F,F,F,F
"[우리끼리 답사<b>여행</b>] 천혜의 자연과 역사가 숨쉬는 영광, <b>전남</b>... ",https://blog.naver.com/gykim67?Redirect=Log&logNo=221034296054,영광이 자랑하는 &quot;굴비정식&quot; 요즘엔 먹거리때문에 떠나는 <b>여행</b>이 유행이기도 하고. ㅎㅎ 2016년 10월 1일 토요일. 비가 내릴 것처럼 잔뜩 흐린 날 영광을 향해 떠났습니다. 생각보다 먼 거리... <b>나주</b>에서 영광까지... ,다락전사의 사는 이야기,https://blog.naver.com/gykim67,20170621,나주,T,T,F,F,F,T,F,F,F,T,F,F
[전라남도 <b>나주 여행</b>] 배와 한우가 유명한 <b>나주</b> 화탑 마을... ,https://blog.naver.com/8954823?Redirect=Log&logNo=221122672868,"체험, <b>관광</b>, 서비스, 치유 교육(3차 산업) 등을 연계함으로써 새로운 부가가치를 창출하는 활동... ※이화빵집 : <b>전남 나주</b>시 중앙로 23 일성빌딩 1층 (남내동 108-1) ☎ 061-332-4767 계속해서 축제 무대가 이어졌는데요... ",悠悠自適,https://blog.naver.com/8954823,20171022,나주,T,T,T,T,F,T,F,T,F,F,F,F
[<b>전남</b>] 강진 맛집 남도한정식 병영 연탄불고기,https://blog.naver.com/jitaizzang?Redirect=Log&logNo=221649869360,수정과 보다는 식혜를 좋아하는 1인 <b>관광</b>버스로 강진<b>여행</b>오는 단체손님들이 많아 한쪽은 좌식으로... 토하젓 <b>전남</b> 지역의 논이나 저수지에서 잡히는 민물새우인 토하(새뱅이)를 소금에 절여 담근 젓갈. 두산백과... ,"여행, 맛집 그리고 요리 (Moncher Log)",https://blog.naver.com/jitaizzang,20190916,나주,T,T,F,F,T,F,F,F,F,T,F,F
<b>나주</b> 금성산 아담한 천년고찰 다보사 애기단풍!,https://blog.daum.net/shc77/1594,"댓글 14 사진으로보는../<b>전남</b><b>관광</b>홍보 2019. 11. 27. 금강문 , 금성산 다보사 , 금성산 생태 물놀이장 , <b>나주</b> 국립숲체원 , 대웅전 , 명부전 , 범종각 , 애기 단풍의 절정 , 애기단풍 <b>여행</b> , 전라남도 <b>나주</b>시 , 절정의... ",산마조아,https://blog.daum.net/shc77,20191127,나주,T,T,F,F,F,T,F,T,F,F,F,F
<b>나주</b> 봄<b>여행</b>지 영산강 체육공원 유채꽃밭이 절정입니다.,https://blog.naver.com/ashim1?Redirect=Log&logNo=222302981115,<b>나주</b> 봄 <b>여행</b>지 영산강 체육공원 유채꽃밭이 노랗게 절정의 아름다움을 보여주고 있습니다.... 사진에 보이는 도시는 광주<b>전남</b> 공동혁신도시인 빛가람혁신도시이고 그 뒤로 <b>나주</b>의 유명 <b>관광</b>지 중 한 곳인... ,산은 지리산(부제: 사진으로 세상보기),https://blog.naver.com/ashim1,20210409,나주,F,T,F,F,F,T,F,F,F,F,T,F
[전라남도 <b>나주 여행</b>] 뚜벅이 <b>나주</b> 당일치기 <b>여행</b> 후기,https://blog.naver.com/8954823?Redirect=Log&logNo=221138248473,묻어나는 <b>나주</b> 역사의 맛을 느껴보자. <b>나주</b> 영산강 황포돛배 체험 영산강 선착장 영산강은 <b>전남</b>... 정겨운 <b>나주</b> <b>관광</b>해설사의 구수한 사투리와 함께 잔잔한 영산강의 기품을 느껴보길. 단체 <b>관광</b>객이 타는... ,悠悠自適,https://blog.naver.com/8954823,20171112,나주,T,T,F,F,T,F,F,F,T,F,F,F
[<b>나주</b> 맛집] <b>나주</b>시 중앙동 <b>나주</b>곰탕하얀집 <b>나주</b>곰탕집 방문후기,https://too612.tistory.com/462,"오늘은 <b>나주</b>시 중앙동에 위치한 <b>나주</b>곰탕하얀집에 대한 리뷰입니다. 어디로 가야하나요? 주소 : <b>전남</b>... <b>나주</b> <b>관광</b>코스는 생각보다 크진 않았고, <b>나주</b> 금성관을 중심으로 오밀조밀 붙어있어서 도보로 <b>여행</b>오시... ",꿍스뿡이의 드림빌더,https://too612.tistory.com/,20200519,나주,T,T,F,F,T,T,F,T,F,F,F,F
광주 &amp; <b>나주</b> 가볼만한 곳 알찬 1박2일 코스 공유해요,https://blog.naver.com/qquiop?Redirect=Log&logNo=221380643614,출처: 네이버 지식백과 <b>여행</b>객들을 위한 안내<b>관광</b>소도 있어서 외국인 <b>관광</b>객들에게도 유용할 것 같았어요! 모형부터 사진등으로 <b>전남</b>의 역사에 대해 알 수 있었던 뜻깊은 시간이었어요. 사실 박물관이... ,야금야금 냠냠,https://blog.naver.com/qquiop,20181019,나주,T,F,F,F,T,F,F,F,T,F,F,F
[<b>나주여행</b>]전통문화가 살아 숨쉬는 금성관에 다녀왔어요.,https://blog.naver.com/dunklekaiser?Redirect=Log&logNo=220920404530,<b>나주</b>곰탕을 먹기 위해 <b>나주</b>에 방문을 했지만 곰탕만 먹고 집에 가기 아쉬워 <b>관광</b> 좀 했어요. ㅋㅋ <b>나주</b>는 머.. 어디 갈까 고민할 필요도 없더라고요. 금성관은 <b>전남</b> 지방에 많지 않은 객사 중 하나로서 조선 성종... ,눈누랄라 갬성 현무's Life Story~♡,https://blog.naver.com/dunklekaiser,20170126,나주,T,T,F,F,T,F,F,F,F,T,F,F
<b>전남</b> 드라이브코스 영광 백수해안도로/영광 노을전시관/<b>나주</b>... ,https://blog.naver.com/xzxz154?Redirect=Log&logNo=221878529526,<b>전남</b> 가볼만한 곳 드라이브 코스 영광 백수해안도로 <b>나주</b> 꽃무지야생화촌 지난 주말에 답답한 마음을 달래줄 겸 바람도 쐬고 싶어서 바다를 보러 갔어요 코로나 때문에 어디 가는 것도 무섭지만 사람과의 거리를... ,선율쏭의 캘리그라피,https://blog.naver.com/xzxz154,20200329,나주,T,T,F,F,T,F,F,F,F,T,F,F
<b>나주</b> 카페] 한 박자 천천히 쉬며 마음 편안해 지는 카페... ,https://blog.naver.com/26rouz?Redirect=Log&logNo=221961434274,"이 ‘<b>관광</b>안내소’ 뒷쪽으로 화장실이 있다. 이쪽에 남,여 화장실 구분되어 있다. 조금이라도 참을 수 있을때 후딱 가시길 <b>나주</b> 금성관, <b>나주</b>향교, 금성산, 한수제 등 볼거리 가득하니 <b>나주 여행</b>하시는... ",별찌의 이거저거요고,https://blog.naver.com/26rouz,20200513,나주,T,T,F,F,T,F,F,F,F,T,F,F
영광 <b>여행</b>...(영광 풍력발전단지 / 호남풍력발전),https://blog.naver.com/elion68?Redirect=Log&logNo=222033285663,이번에 <b>전남</b> 차박캠핑 <b>여행</b>을 하면서 들렸던곳... 원래 차박 예상지를 3곳 정도는 머리에 넣고서 <b>여행</b>을 시작했는데 예정에도 없었던 <b>나주</b>까지 꽃구경하러 내려가는 바람에 모두 실패했다... 3년전 &quot;독전&quot;이란... ,불가능한 것을 꿈꾸며 살아가다....,https://blog.naver.com/elion68,20200717,나주,T,T,F,F,T,F,F,F,F,T,F,F
